stem_path,match_key,score,tags
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Catch Feels Get High_(Vocals).flac,catch feels get high (original ),0.858,nostalgic-hit; rhythmic-foundation; electronic-dance; warm-analog; lo-fi; retro-modern; lifts-mood; sustainer; warm-up; layer-friendly; smooth-transitions; body-mover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Catch Feels Get High_(Instrumental).flac,catch feels get high (original ),0.858,nostalgic-hit; rhythmic-foundation; electronic-dance; warm-analog; lo-fi; retro-modern; lifts-mood; sustainer; warm-up; layer-friendly; smooth-transitions; body-mover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cecilia_(Vocals).flac,cecilia,1.000,nostalgic-hit; vocal-magic; rhythmic-hypnosis; timeless-classic; crowd-pleaser; sing-along-potential; instant-impact; layer-friendly; fade-outro; rock-classic; warm-analog; boomer-classic; steady
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cecilia_(Instrumental).flac,cecilia,1.000,nostalgic-hit; vocal-magic; rhythmic-hypnosis; timeless-classic; crowd-pleaser; sing-along-potential; instant-impact; layer-friendly; fade-outro; rock-classic; warm-analog; boomer-classic; steady
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Centipede_(Vocals).flac,centipede,1.000,electronic-dance; peak-time; instant-impact; drop-heavy; spoken-word; punchy-dynamics; gritty-texture; driving; energy-injector; hands-up-moment; breakdown-rich; wildcard
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Centipede_(Instrumental).flac,centipede,1.000,electronic-dance; peak-time; instant-impact; drop-heavy; spoken-word; punchy-dynamics; gritty-texture; driving; energy-injector; hands-up-moment; breakdown-rich; wildcard
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Champion Sound_(Vocals).flac,champion sound,1.000,hip-hop-experimental; nostalgic-hit; gritty-texture; rhythmic-foundation; head-nodder; loop-gold; vocal-prominent; instant-impact; millennial-comfort; crowd-pleaser; mashup-ready; beatmatched-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Champion Sound_(Instrumental).flac,champion sound,1.000,hip-hop-experimental; nostalgic-hit; gritty-texture; rhythmic-foundation; head-nodder; loop-gold; vocal-prominent; instant-impact; millennial-comfort; crowd-pleaser; mashup-ready; beatmatched-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Changes_(Vocals).flac,changes ( ),0.661,rock-classic; timeless-classic; nostalgic-hit; vocal-prominent; emotional-depth; warm-analog; sing-along-potential; warm-up; transition-tool; mashup-ready; lush; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Changes_(Instrumental).flac,changes ( ),0.661,rock-classic; timeless-classic; nostalgic-hit; vocal-prominent; emotional-depth; warm-analog; sing-along-potential; warm-up; transition-tool; mashup-ready; lush; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Charlotte's Thong_(Vocals).flac,charlotte's thong,1.000,rock-psychedelic; psychedelic-journey; warm-analog; slow-burn; meditation-inducer; indie-cred; vocal-minimal; texture-add; layer-friendly; mind-expanding; dream-logic; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Charlotte's Thong_(Instrumental).flac,charlotte's thong,1.000,rock-psychedelic; psychedelic-journey; warm-analog; slow-burn; meditation-inducer; indie-cred; vocal-minimal; texture-add; layer-friendly; mind-expanding; dream-logic; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cherokee_(Vocals).flac,cherokee,1.000,rock-indie; pop-experimental; slow-burn; indie-cred; long-intro; harmony-rich; textural-beauty; lush; head-nodder; rhythmic-hypnosis; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cherokee_(Instrumental).flac,cherokee,1.000,rock-indie; pop-experimental; slow-burn; indie-cred; long-intro; harmony-rich; textural-beauty; lush; head-nodder; rhythmic-hypnosis; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cherry-coloured Funk_(Vocals).flac,cherry-coloured funk,1.000,textural-beauty; vocal-magic; vocal-prominent; rock-indie; indie-cred; timeless-classic; bridge-element; flowing; beatmatched-friendly; adds-depth; experimental; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cherry-coloured Funk_(Instrumental).flac,cherry-coloured funk,1.000,textural-beauty; vocal-magic; vocal-prominent; rock-indie; indie-cred; timeless-classic; bridge-element; flowing; beatmatched-friendly; adds-depth; experimental; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Choeur Fantastique_(Vocals).flac,choeur fantastique,1.000,textural-beauty; harmonic-surprise; harmony-rich; texture-add; interlude; non-danceable-standalone; experimental; atmospheric-wash; adds-depth; background-perfect; layer-friendly; short-intro; genre-fluid
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Choeur Fantastique_(Instrumental).flac,choeur fantastique,1.000,textural-beauty; harmonic-surprise; harmony-rich; texture-add; interlude; non-danceable-standalone; experimental; atmospheric-wash; adds-depth; background-perfect; layer-friendly; short-intro; genre-fluid
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Christmas in July_(Vocals).flac,christmas in july,1.000,hip-hop-experimental; nostalgic-hit; rhythmic-hypnosis; instrumental; retro-modern; lo-fi; head-nodder; loop-gold; layer-friendly; background-perfect; smooth-transitions; warm-up; subtle-nuance
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Christmas in July_(Instrumental).flac,christmas in july,1.000,hip-hop-experimental; nostalgic-hit; rhythmic-hypnosis; instrumental; retro-modern; lo-fi; head-nodder; loop-gold; layer-friendly; background-perfect; smooth-transitions; warm-up; subtle-nuance
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cityfade_(Vocals).flac,cityfade,1.000,nostalgic-hit; emotional-depth; rhythmic-hypnosis; retro-modern; rhythmic-foundation; layer-friendly; warm-analog; loop-gold; slow-burn-dance; body-mover; electronic-dance; vintage-revival; hypnotic-builder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cityfade_(Instrumental).flac,cityfade,1.000,nostalgic-hit; emotional-depth; rhythmic-hypnosis; retro-modern; rhythmic-foundation; layer-friendly; warm-analog; loop-gold; slow-burn-dance; body-mover; electronic-dance; vintage-revival; hypnotic-builder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clair de Lune_(Vocals).flac,clair de lune,1.000,emotional-depth; textural-beauty; slow-burn; instrumental; jazz-influenced; timeless-classic; sunrise; layer-friendly; atmospheric-wash; meditation-inducer; bridge-element; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clair de Lune_(Instrumental).flac,clair de lune,1.000,emotional-depth; textural-beauty; slow-burn; instrumental; jazz-influenced; timeless-classic; sunrise; layer-friendly; atmospheric-wash; meditation-inducer; bridge-element; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clandestino_(Vocals).flac,clandestino,1.000,emotional-depth; vocal-prominent; cultural-bridge; world-fusion; warm-analog; head-nodder; transition-tool; stripped-down; cool-down; millennial-comfort; sing-along-potential; subtle-nuance; generational-bridge; non-danceable-standalone; original
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clandestino (feat. Calypso Rose)_(Vocals).flac,clandestino (feat. calypso rose),1.000,emotional-depth; cultural-bridge; world-fusion; head-nodder; warm-analog; needs-layering; bridge-element; nostalgic-hit; adds-depth; energy-sustainer; vocal-prominent; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clandestino (feat. Calypso Rose)_(Instrumental).flac,clandestino (feat. calypso rose),1.000,emotional-depth; cultural-bridge; world-fusion; head-nodder; warm-analog; needs-layering; bridge-element; nostalgic-hit; adds-depth; energy-sustainer; vocal-prominent; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clandestino_(Instrumental).flac,clandestino,1.000,emotional-depth; vocal-prominent; cultural-bridge; world-fusion; warm-analog; head-nodder; transition-tool; stripped-down; cool-down; millennial-comfort; sing-along-potential; subtle-nuance; generational-bridge; non-danceable-standalone; original
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Classic_(Vocals).flac,classic,1.000,nostalgic-hit; euphoric-melody; vocal-prominent; harmony-rich; retro-modern; pop-sophisticated; instant-impact; crowd-pleaser; sing-along-potential; mashup-ready; lifts-mood; punchy-dynamics; full-energy-start
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Classic_(Instrumental).flac,classic,1.000,nostalgic-hit; euphoric-melody; vocal-prominent; harmony-rich; retro-modern; pop-sophisticated; instant-impact; crowd-pleaser; sing-along-potential; mashup-ready; lifts-mood; punchy-dynamics; full-energy-start
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clint Eastwood_(Vocals).flac,clint eastwood,1.000,hip-hop-experimental; nostalgic-hit; rhythmic-hypnosis; vocal-prominent; timeless-classic; contrast-element; energy-sustainer; warm-up; breakdown-rich; warm-analog; millennial-comfort; head-nodder; long-intro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clint Eastwood_(Instrumental).flac,clint eastwood,1.000,hip-hop-experimental; nostalgic-hit; rhythmic-hypnosis; vocal-prominent; timeless-classic; contrast-element; energy-sustainer; warm-up; breakdown-rich; warm-analog; millennial-comfort; head-nodder; long-intro
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Close to Paradise_(Vocals).flac,close to paradise,1.000,electronic-ambient; textural-beauty; slow-burn; spoken-word; retro-modern; transition-tool; spacious-mix; layer-friendly; warm-analog; cultural-moment; creates-tension
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Close to Paradise_(Instrumental).flac,close to paradise,1.000,electronic-ambient; textural-beauty; slow-burn; spoken-word; retro-modern; transition-tool; spacious-mix; layer-friendly; warm-analog; cultural-moment; creates-tension
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clouds_(Vocals).flac,clouds,1.000,rock-indie; folk-modern; lifts-mood; melodic-overlay; layer-friendly; head-nodder; warm-analog; indie-cred; vocal-prominent; steady; sustainer; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Clouds_(Instrumental).flac,clouds,1.000,rock-indie; folk-modern; lifts-mood; melodic-overlay; layer-friendly; head-nodder; warm-analog; indie-cred; vocal-prominent; steady; sustainer; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Coast to Coast_(Vocals).flac,coast to coast,1.000,electronic-dance; sophisticated-groove; nostalgic-hit; warm-analog; rhythmic-foundation; layer-friendly; loop-gold; body-mover; energy-sustainer; lifts-mood; retro-modern; steady
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Coast to Coast_(Instrumental).flac,coast to coast,1.000,electronic-dance; sophisticated-groove; nostalgic-hit; warm-analog; rhythmic-foundation; layer-friendly; loop-gold; body-mover; energy-sustainer; lifts-mood; retro-modern; steady
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cocoon_(Vocals).flac,cocoon,1.000,vocal-magic; bridge-element; vocal-prominent; genre-crossover; lifts-mood; sustainer; warm-up; layer-friendly; warm-analog; rock-indie; head-nodder; short-intro; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cocoon_(Instrumental).flac,cocoon,1.000,vocal-magic; bridge-element; vocal-prominent; genre-crossover; lifts-mood; sustainer; warm-up; layer-friendly; warm-analog; rock-indie; head-nodder; short-intro; sing-along-potential
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cola_(Vocals).flac,cola,1.000,electronic-dance; genre-crossover; rhythmic-hypnosis; sophisticated-groove; vocal-prominent; slow-burn; warm-up; layer-friendly; breakdown-rich; atmospheric-wash; remix; maintains-vibe
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Cola_(Instrumental).flac,cola,1.000,electronic-dance; genre-crossover; rhythmic-hypnosis; sophisticated-groove; vocal-prominent; slow-burn; warm-up; layer-friendly; breakdown-rich; atmospheric-wash; remix; maintains-vibe
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come Close To Me_(Vocals).flac,come close to me,1.000,electronic-dance; sophisticated-groove; rhythmic-hypnosis; nostalgic-hit; vocal-chopped; retro-modern; warm-up; slow-burn; loop-gold; warm-analog; body-mover; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come Close To Me_(Instrumental).flac,come close to me,1.000,electronic-dance; sophisticated-groove; rhythmic-hypnosis; nostalgic-hit; vocal-chopped; retro-modern; warm-up; slow-burn; loop-gold; warm-analog; body-mover; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come Down_(Vocals).flac,come down,1.000,sophisticated-groove; rhythmic-foundation; vocal-prominent; retro-modern; genre-crossover; instant-impact; energy-injector; punchy-dynamics; loop-gold; body-mover; warm-analog; hip-hop-conscious; crowd-pleaser; driving; original
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come Down_(Instrumental).flac,come down,1.000,sophisticated-groove; rhythmic-foundation; vocal-prominent; retro-modern; genre-crossover; instant-impact; energy-injector; punchy-dynamics; loop-gold; body-mover; warm-analog; hip-hop-conscious; crowd-pleaser; driving; original
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come On Eileen_(Vocals).flac,come on eileen,1.000,nostalgic-hit; vocal-prominent; timeless-classic; crowd-pleaser; sing-along-potential; instant-impact; driving; energy-injector; wildcard; warm-analog; cultural-moment; mashup-ready
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come On Eileen_(Instrumental).flac,come on eileen,1.000,nostalgic-hit; vocal-prominent; timeless-classic; crowd-pleaser; sing-along-potential; instant-impact; driving; energy-injector; wildcard; warm-analog; cultural-moment; mashup-ready
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come On Home_(Vocals).flac,come on home,1.000,world-fusion; sophisticated-groove; vocal-prominent; rhythmic-foundation; timeless-classic; cultural-bridge; body-mover; nostalgic-hit; warm-analog; energy-sustainer; bridge-element; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come On Home_(Instrumental).flac,come on home,1.000,world-fusion; sophisticated-groove; vocal-prominent; rhythmic-foundation; timeless-classic; cultural-bridge; body-mover; nostalgic-hit; warm-analog; energy-sustainer; bridge-element; head-nodder
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come We Go_(Vocals).flac,come we go,1.000,electronic-dance; rhythmic-hypnosis; slow-burn; warm-up; vocal-chopped; indie-cred; spacious-mix; loop-gold; long-intro; creates-tension; retro-modern; body-mover; hypnotic; intricate
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Come We Go_(Instrumental).flac,come we go,1.000,electronic-dance; rhythmic-hypnosis; slow-burn; warm-up; vocal-chopped; indie-cred; spacious-mix; loop-gold; long-intro; creates-tension; retro-modern; body-mover; hypnotic; intricate
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Comfortably Numb_(Vocals).flac,comfortably numb,1.000,nostalgic-hit; emotional-depth; rock-classic; timeless-classic; vocal-magic; slow-burn; anchor-track; warm-analog; remaster; psychedelic-journey; provides-release
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Comfortably Numb_(Instrumental).flac,comfortably numb,1.000,nostalgic-hit; emotional-depth; rock-classic; timeless-classic; vocal-magic; slow-burn; anchor-track; warm-analog; remaster; psychedelic-journey; provides-release
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Comin' Home Baby_(Vocals).flac,comin home baby (lp ),0.843,nostalgic-hit; sophisticated-groove; vocal-magic; timeless-classic; boomer-classic; head-nodder; bridge-element; warm-analog; shuffle; layer-friendly; loop-gold; energy-sustainer; generational-bridge; jazz-influenced
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Comin' Home Baby_(Instrumental).flac,comin home baby (lp ),0.843,nostalgic-hit; sophisticated-groove; vocal-magic; timeless-classic; boomer-classic; head-nodder; bridge-element; warm-analog; shuffle; layer-friendly; loop-gold; energy-sustainer; generational-bridge; jazz-influenced
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Concrete Jungle (Dub)_(Vocals).flac,concrete jungle (dub),1.000,rhythmic-hypnosis; texture-add; instrumental; retro-modern; warm-analog; breakdown-rich; layer-friendly; slow-burn; nostalgic-hit; cultural-bridge; filter-friendly; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Concierto De Aranjuez  2. Adagio_(Vocals).flac,concierto de aranjuez 2,0.977,emotional-depth; textural-beauty; instrumental; timeless-classic; meditation-inducer; slow-burn; world-fusion; melodic-overlay; sunrise; subtle-nuance; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Concierto De Aranjuez  2. Adagio_(Instrumental).flac,concierto de aranjuez 2,0.977,emotional-depth; textural-beauty; instrumental; timeless-classic; meditation-inducer; slow-burn; world-fusion; melodic-overlay; sunrise; subtle-nuance; adds-depth
